name,team,position,games,receptions,targets,receiving_yards,rec_ypg,receiving_tds,ypr,receiving_fumbles,receiving_2pt_conversions,target_share,air_yards_share,carries,rushing_yards,rush_ypg,rushing_tds,rush_td_percentage,rushing_fumbles,rushing_2pt_conversions,completions,attempts,comp_percentage,passing_yards,pass_ypg,passing_tds,passing_2pt_conversions,td_percentage,interceptions,sacks,sack_fumbles,offense_snaps,teams_offense_snaps,round,overall,stadium_name,stadium_weather_type,stadium_surface
Darrynton Evans,MIA,RB,2.25,1.25,1.75,17.75,7.1875,0.25,13.0,0.0,0.0,0.030000000000000002,-0.005,8.0,35.25,14.4575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,22.5,142.0,3.0,93.0,Hard Rock Stadium,warm,Grass
Davante Adams,LV,WR,14.8,87.2,136.7,1079.3,72.261,9.5,12.224,0.6,0.4,0.268,0.337,0.3,-0.1,-0.006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10500000000000001,0.0,0.1,0.0,841.9,987.1,2.0,53.0,Allegiant Stadium,indoor,Grass
David Bell,CLE,WR,11.5,19.0,29.0,190.5,16.924999999999997,1.5,10.425,0.0,0.0,0.08,0.065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.105,0.0,0.0,0.0,332.5,815.0,3.0,99.0,FirstEnergy Stadium,cold,Grass
David Montgomery,DET,RB,14.8,34.2,43.6,271.4,18.404,0.8,7.856,0.4,0.0,0.096,0.012,226.8,924.8,62.952,7.8,0.032,1.4,0.4,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.036,0.2,0.0,0.0,619.4,981.4,3.0,73.0,Ford Field,indoor,FieldTurf
David Moore,TB,WR,12.25,20.75,35.25,314.25,24.1675,3.5,16.385,0.75,0.0,0.095,0.1275,3.0,22.75,1.5225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1575,0.0,0.0,0.0,364.5,830.0,0.0,0.0,Raymond James Stadium,warm,Grass
David Njoku,CLE,TE,12.857142857142858,41.0,63.285714285714285,466.2857142857143,33.05714285714286,3.5714285714285716,11.112857142857143,0.42857142857142855,0.0,0.14142857142857143,0.11714285714285715,0.5714285714285714,-0.8571428571428571,-0.06285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,595.2857142857143,883.0,1.0,29.0,FirstEnergy Stadium,cold,Grass
David Wells,TB,TE,1.0,2.0,2.0,-10.0,-10.0,0.0,-5.0,1.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,72.0,0.0,0.0,Raymond James Stadium,warm,Grass
Davis Allen,LA,TE,4.0,10.0,11.0,95.0,23.75,1.0,9.5,0.0,0.0,0.09,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,140.0,290.0,5.0,175.0,Los Angeles Memorial Coliseum,warm,Grass
Davis Mills,HOU,QB,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.333333333333332,53.666666666666664,4.126666666666667,0.6666666666666666,0.02,1.0,0.3333333333333333,191.0,304.0,0.58,1985.0,149.13,11.666666666666666,1.0,0.043333333333333335,8.333333333333334,21.333333333333332,3.3333333333333335,549.3333333333334,713.0,3.0,67.0,NRG Stadium,indoor,Grass
Dawson Knox,BUF,TE,13.2,34.2,53.2,393.2,28.85,4.4,11.412,0.4,0.2,0.118,0.10400000000000001,0.2,1.8,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.11599999999999999,0.0,0.0,0.0,653.0,914.8,3.0,96.0,New Era Field,cold,FieldTurf
DeAndre Carter,LV,WR,10.0,21.0,30.6,246.0,24.625999999999998,1.2,11.652,0.4,0.0,0.086,0.088,3.2,19.8,1.682,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,329.8,682.8,0.0,0.0,Allegiant Stadium,indoor,Grass
DeAndre Hopkins,TEN,WR,14.25,86.125,136.875,1102.75,76.8,7.375,12.82375,1.0,0.125,0.29125,0.395,0.75,2.625,0.16875,0.0,0.0,0.0,0.0,0.125,0.5,0.0625,0.75,0.05,0.125,0.0,0.09125,0.125,0.0,0.0,884.625,973.375,1.0,27.0,Nissan Stadium,moderate,Grass
DeVante Parker,NE,WR,12.333333333333334,44.666666666666664,76.22222222222223,628.8888888888889,50.57666666666667,3.0,14.267777777777777,0.2222222222222222,0.0,0.18333333333333332,0.27666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06444444444444444,0.0,0.0,0.0,605.6666666666666,789.1111111111111,1.0,14.0,Gillette Stadium,cold,FieldTurf
DeVonta Smith,PHI,WR,16.666666666666668,80.0,117.33333333333333,1059.3333333333333,63.61666666666667,6.333333333333333,13.353333333333333,1.0,0.3333333333333333,0.24333333333333332,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,1014.0,1133.6666666666667,0.0,0.0,Lincoln Financial Field,cold,Grass
DeeJay Dallas,SEA,RB,10.0,15.25,17.75,99.0,10.005,0.25,6.15,0.25,0.0,0.05500000000000001,0.0025,28.0,117.0,11.64,1.0,0.03,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.025,0.25,0.25,0.0,145.75,642.25,4.0,144.0,CenturyLink Field,moderate,FieldTurf
Deebo Samuel,SF,WR,13.2,56.6,85.8,824.4,61.04600000000001,3.8,14.065999999999999,1.4,0.2,0.21600000000000003,0.16199999999999998,32.0,201.4,13.994,3.8,0.11200000000000002,0.6,0.0,0.2,0.6,0.1,4.8,0.3,0.2,0.0,0.076,0.0,0.0,0.0,642.0,879.0,2.0,36.0,Levi's Stadium,moderate,Grass
Demarcus Robinson,LA,WR,13.142857142857142,31.285714285714285,48.714285714285715,358.2857142857143,28.09,2.857142857142857,11.707142857142857,0.7142857142857143,0.0,0.11,0.15,0.14285714285714285,3.2857142857142856,0.4114285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09714285714285713,0.0,0.0,0.0,544.8571428571429,883.1428571428571,4.0,126.0,Los Angeles Memorial Coliseum,warm,Grass
Demario Douglas,NE,WR,14.0,49.0,79.0,561.0,40.07,0.0,11.45,1.0,0.0,0.18,0.23,8.0,41.0,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,481.0,876.0,0.0,0.0,Gillette Stadium,cold,FieldTurf
Deon Jackson,NYG,RB,5.333333333333333,10.0,11.333333333333334,69.66666666666667,5.8066666666666675,0.3333333333333333,2.3233333333333333,0.0,0.0,0.02666666666666667,0.0,27.333333333333332,89.66666666666667,10.666666666666666,0.6666666666666666,0.03,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,87.66666666666667,350.0,0.0,0.0,MetLife Stadium,cold,FieldTurf
Deonte Harty,BUF,WR,7.0,8.5,11.5,81.5,9.5,0.5,8.25,0.0,0.0,0.04,0.035,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025,0.0,0.0,0.0,79.0,475.5,0.0,0.0,New Era Field,cold,FieldTurf
Derek Carr,NO,QB,16.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.75,97.5,6.0625,0.75,0.02,2.5,0.0,364.0,548.25,0.66,4076.75,250.4875,24.75,0.75,0.0425,11.25,31.0,6.25,1014.5,1089.75,2.0,36.0,Mercedes-Benz Superdome,indoor,FieldTurf
Derius Davis,LAC,WR,14.0,15.0,17.0,66.0,4.71,0.0,4.4,0.0,0.0,0.04,-0.01,14.0,101.0,7.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,961.0,4.0,125.0,Dignity Health Sports Park,warm,Grass
Derrick Gore,WAS,RB,5.0,4.0,4.5,52.5,6.56,0.0,6.56,0.0,0.0,0.02,0.0,27.0,141.0,22.5,1.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015,0.0,0.0,0.0,58.5,349.0,0.0,0.0,FedEx Field,moderate,Grass
Derrick Henry,TEN,RB,14.75,19.375,25.25,182.25,12.75625,0.375,9.4,0.375,0.0,0.06375,-0.00625,253.75,1187.75,82.3675,11.25,0.045,1.75,0.25,0.875,1.125,0.4175,4.625,0.32125,0.5,0.0,0.045,0.0,0.0,0.0,498.375,947.75,2.0,45.0,Nissan Stadium,moderate,Grass
Deshaun Watson,CLE,QB,11.0,0.16666666666666666,0.16666666666666666,1.0,0.06666666666666667,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,61.5,332.3333333333333,30.165000000000003,3.1666666666666665,0.049999999999999996,2.6666666666666665,0.6666666666666666,231.66666666666666,348.1666666666667,0.6433333333333333,2792.6666666666665,238.46,19.666666666666668,0.5,0.056666666666666664,7.5,35.166666666666664,3.1666666666666665,717.0,739.0,1.0,12.0,FirstEnergy Stadium,cold,Grass
Desmond Ridder,ATL,QB,9.5,0.5,0.5,-3.0,-0.2,0.0,-3.0,0.0,0.0,0.0,-0.005,34.5,128.5,14.434999999999999,2.5,0.045,4.0,0.0,161.0,251.5,0.635,1772.0,183.035,7.0,1.0,0.03,6.0,20.0,3.5,560.5,636.0,3.0,74.0,Mercedes-Benz Stadium,indoor,FieldTurf
Deuce Vaughn,DAL,RB,6.0,7.0,7.0,40.0,6.67,0.0,5.71,0.0,0.0,0.03,0.0,23.0,40.0,6.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,417.0,6.0,212.0,AT&T Stadium,indoor,FieldTurf
Deven Thompkins,TB,WR,7.0,11.0,17.5,57.5,11.46,0.5,5.640000000000001,0.5,0.0,0.1,0.125,5.0,41.0,8.835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,133.5,453.0,0.0,0.0,Raymond James Stadium,warm,Grass
Devin Duvernay,BAL,WR,12.25,23.5,32.75,224.5,16.14,1.25,8.4475,0.0,0.0,0.0875,0.075,6.75,54.75,4.2075,0.25,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,0.0,0.0,0.0,407.75,840.25,3.0,92.0,M&T Bank Stadium,moderate,FieldTurf
Devin Singletary,HOU,RB,15.6,35.0,46.2,232.8,15.047999999999998,0.8,6.654000000000001,0.6,0.0,0.086,0.006,177.6,809.8,52.541999999999994,4.0,0.022,2.2,0.0,0.2,0.2,0.2,1.2,0.06999999999999999,0.2,0.0,0.024,0.0,0.0,0.0,641.4,1065.6,3.0,74.0,NRG Stadium,indoor,Grass
Devine Ozigbo,DET,RB,2.25,3.5,4.0,19.0,10.625,0.0,5.835,0.0,0.0,0.055,0.01,4.0,9.25,8.395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,145.5,0.0,0.0,Ford Field,indoor,FieldTurf
Diontae Johnson,PIT,WR,15.4,78.2,127.8,872.6,56.724000000000004,5.0,11.437999999999999,1.6,0.6,0.244,0.322,3.8,26.8,1.668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.0,0.0,0.0,800.8,1029.2,3.0,66.0,Heinz Field,cold,Grass
Donald Parham,LAC,TE,10.25,16.75,25.0,191.0,18.830000000000002,2.75,12.24,0.0,0.25,0.0625,0.0675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.175,0.0,0.0,0.0,275.75,719.75,0.0,0.0,Dignity Health Sports Park,warm,Grass
Donovan Peoples-Jones,DET,WR,10.75,28.5,45.25,449.5,37.0925,2.0,16.155,0.5,0.25,0.12,0.195,0.25,0.5,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,493.0,717.0,6.0,187.0,Ford Field,indoor,FieldTurf
Dontayvion Wicks,GB,WR,15.0,39.0,58.0,581.0,38.73,4.0,14.9,3.0,0.0,0.11,0.15,1.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,1.0,1.0,14.0,0.93,0.0,0.0,0.1,0.0,0.0,0.0,458.0,974.0,5.0,159.0,Lambeau Field,cold,Grass
Dorian Thompson-Robinson,CLE,QB,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,65.0,9.29,0.0,0.0,1.0,1.0,60.0,112.0,0.54,440.0,62.86,1.0,0.0,0.01,4.0,6.0,1.0,209.0,567.0,5.0,140.0,FirstEnergy Stadium,cold,Grass
Drake London,ATL,WR,16.5,70.5,113.5,885.5,53.75,3.0,12.575,1.5,1.0,0.26,0.305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,11.0,0.69,0.0,0.0,0.045,0.0,0.0,0.0,839.5,1066.0,1.0,8.0,Mercedes-Benz Stadium,indoor,FieldTurf
Drew Lock,SEA,QB,7.0,0.25,0.25,0.25,0.0425,0.0,0.25,0.0,0.0,0.0025,0.0,19.25,74.75,9.76,1.25,0.0675,1.75,0.0,117.25,196.5,0.61,1320.75,174.135,7.0,0.25,0.0375,5.75,9.75,1.5,380.0,450.75,2.0,42.0,CenturyLink Field,moderate,FieldTurf
Drew Sample,CIN,TE,8.8,16.0,20.6,124.2,10.014,0.6,5.698,0.2,0.0,0.05600000000000001,0.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,323.2,593.4,2.0,52.0,Paul Brown Stadium,cold,FieldTurf
Durham Smythe,MIA,TE,11.166666666666666,20.5,26.333333333333332,195.83333333333334,15.858333333333334,0.5,9.196666666666667,0.0,0.0,0.07,0.055,0.6666666666666666,0.6666666666666666,0.04666666666666667,0.16666666666666666,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03333333333333333,0.0,0.0,0.0,420.0,734.3333333333334,4.0,123.0,Hard Rock Stadium,warm,Grass
Dyami Brown,WAS,WR,9.666666666666666,9.666666666666666,20.666666666666668,158.66666666666666,17.226666666666667,1.0,18.783333333333335,0.0,0.0,0.07,0.15333333333333332,1.0,3.6666666666666665,0.5666666666666668,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1.3333333333333333,0.10333333333333333,0.0,0.0,0.13333333333333333,0.0,0.0,0.0,194.66666666666666,634.6666666666666,3.0,82.0,FedEx Field,moderate,Grass
Easton Stick,LAC,QB,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,71.0,13.4,0.5,0.02,0.0,0.0,56.0,87.5,0.8200000000000001,566.5,114.9,1.5,0.0,0.01,0.5,7.0,2.5,161.0,226.0,5.0,166.0,Dignity Health Sports Park,warm,Grass
Elijah Cooks,JAX,WR,2.0,3.0,4.0,38.0,19.0,0.0,12.67,0.0,0.0,0.05,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,128.0,0.0,0.0,TIAA Bank Field,warm,Grass
Elijah Dotson,LAC,RB,1.0,2.0,2.0,13.0,13.0,0.0,6.5,0.0,0.0,0.05,0.0,4.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,70.0,0.0,0.0,Dignity Health Sports Park,warm,Grass
Elijah Higgins,ARI,TE,9.0,14.0,19.0,163.0,18.11,1.0,11.64,0.0,0.0,0.07,0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,165.0,615.0,0.0,0.0,State Farm Stadium,indoor,Grass
Elijah Mitchell,SF,RB,9.0,9.333333333333334,10.666666666666666,52.666666666666664,5.04,0.3333333333333333,3.956666666666667,0.0,0.0,0.03333333333333333,-0.01,109.0,507.6666666666667,56.300000000000004,3.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,227.33333333333334,580.0,6.0,194.0,Levi's Stadium,moderate,Grass
Elijah Moore,CLE,WR,13.666666666666666,46.333333333333336,82.0,541.3333333333334,40.25666666666667,2.6666666666666665,11.803333333333333,0.6666666666666666,0.0,0.16666666666666666,0.24,6.333333333333333,23.333333333333332,1.9866666666666666,0.3333333333333333,0.06666666666666667,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056666666666666664,0.0,0.0,0.0,681.6666666666666,961.6666666666666,2.0,34.0,FirstEnergy Stadium,cold,Grass
Emanuel Wilson,GB,RB,5.0,4.0,5.0,23.0,4.6,0.0,5.75,0.0,0.0,0.03,0.0,14.0,85.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,341.0,0.0,0.0,Lambeau Field,cold,Grass
Emari Demercado,ARI,RB,11.0,21.0,30.0,119.0,10.82,0.0,5.67,0.0,0.0,0.08,0.01,58.0,284.0,25.82,2.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,280.0,761.0,0.0,0.0,State Farm Stadium,indoor,Grass
Equanimeous St. Brown,CHI,WR,9.8,12.6,22.0,185.6,17.584,0.4,14.2,0.2,0.0,0.072,0.10200000000000001,2.2,16.0,1.254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032,0.0,0.0,0.0,289.6,620.2,0.0,0.0,Soldier Field,cold,Grass
Eric Gray,NYG,RB,5.0,6.0,7.0,22.0,4.4,0.0,3.67,0.0,0.0,0.04,-0.01,17.0,48.0,9.6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,376.0,5.0,172.0,MetLife Stadium,cold,FieldTurf
Eric Saubert,HOU,TE,5.333333333333333,6.0,9.166666666666666,48.666666666666664,8.043333333333333,0.3333333333333333,7.53,0.0,0.0,0.043333333333333335,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03166666666666667,0.0,0.0,0.0,118.83333333333333,366.3333333333333,5.0,174.0,NRG Stadium,indoor,Grass
Erik Ezukanma,MIA,WR,1.5,0.5,1.0,1.5,1.5,0.0,1.5,0.0,0.0,0.025,-0.005,2.5,11.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.5,99.0,4.0,125.0,Hard Rock Stadium,warm,Grass
Evan Engram,JAX,TE,14.142857142857142,64.14285714285714,95.71428571428571,651.0,46.964285714285715,3.4285714285714284,10.414285714285715,0.7142857142857143,0.2857142857142857,0.19571428571428573,0.16714285714285712,2.2857142857142856,13.285714285714286,1.0371428571428571,0.14285714285714285,0.02428571428571429,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055714285714285716,0.0,0.0,0.0,720.0,942.2857142857143,1.0,23.0,TIAA Bank Field,warm,Grass
Evan Hull,IND,RB,1.0,1.0,1.0,6.0,6.0,0.0,6.0,0.0,0.0,0.03,0.01,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,73.0,0.0,0.0,Lucas Oil Stadium,indoor,FieldTurf
Ezekiel Elliott,NE,RB,15.0,44.5,58.5,328.625,22.1375,1.75,7.5275,0.25,0.125,0.11625,0.00125,258.125,1113.0,75.97625,8.875,0.03375,2.75,0.375,0.125,0.125,0.125,0.5,0.03,0.0,0.0,0.035,0.0,0.0,0.0,728.0,1032.0,1.0,4.0,Gillette Stadium,cold,FieldTurf
Foster Moreau,NO,TE,11.0,22.75,33.0,281.5,24.6575,2.0,13.5875,0.25,0.0,0.0825,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.125,0.0,0.0,0.0,477.0,746.25,4.0,137.0,Mercedes-Benz Superdome,indoor,FieldTurf
Gabe Davis,BUF,WR,15.5,46.5,87.0,791.0,51.175,7.0,17.0,1.0,0.5,0.16999999999999998,0.29000000000000004,0.5,-1.0,-0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,New Era Field,cold,FieldTurf
Gardner Minshew,IND,QB,9.4,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.2,124.2,11.084,1.0,0.052000000000000005,1.0,0.0,178.2,284.6,0.63,1987.4,194.026,11.8,1.2,0.046,4.8,21.0,5.0,0.0,0.0,6.0,178.0,Lucas Oil Stadium,indoor,FieldTurf
Garrett Wilson,NYJ,WR,17.0,89.0,157.5,1072.5,63.084999999999994,3.5,12.129999999999999,1.5,0.0,0.275,0.38,4.0,2.0,0.12,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,946.0,1113.0,1.0,10.0,MetLife Stadium,cold,FieldTurf
Gary Brightwell,NYG,RB,4.333333333333333,3.6666666666666665,5.333333333333333,30.666666666666668,7.8500000000000005,0.0,7.733333333333333,0.0,0.0,0.036666666666666674,-0.006666666666666667,13.666666666666666,54.666666666666664,8.65,0.3333333333333333,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,42.333333333333336,301.3333333333333,6.0,196.0,MetLife Stadium,cold,FieldTurf
Geno Smith,SEA,QB,7.6,0.2,0.3,1.1,0.068,0.0,1.1,0.0,0.0,0.0,0.0,26.3,122.2,12.524,1.0,0.025,1.4,0.0,131.4,207.7,0.603,1482.3,150.872,8.4,0.2,0.034,5.7,17.2,2.1,421.6,491.7,2.0,39.0,CenturyLink Field,moderate,FieldTurf
Geoff Swaim,ARI,TE,7.0,12.222222222222221,15.444444444444445,94.0,12.303333333333335,0.6666666666666666,7.614444444444445,0.0,0.0,0.06666666666666667,0.03777777777777778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,261.6666666666667,474.8888888888889,0.0,0.0,State Farm Stadium,indoor,Grass
George Kittle,SF,TE,14.0,65.71428571428571,91.28571428571429,896.2857142857143,64.94285714285715,5.285714285714286,13.498571428571429,0.5714285714285714,0.14285714285714285,0.21857142857142858,0.22571428571428573,1.7142857142857142,10.142857142857142,0.8371428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,766.0,923.1428571428571,5.0,146.0,Levi's Stadium,moderate,Grass
George Pickens,PIT,WR,17.0,57.5,95.0,970.5,57.09,4.5,16.75,1.5,0.5,0.19,0.33,3.0,21.0,1.2349999999999999,0.5,0.165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08499999999999999,0.0,0.0,0.0,905.5,1123.0,2.0,52.0,Heinz Field,cold,Grass
Gerald Everett,LAC,TE,14.285714285714286,40.57142857142857,60.57142857142857,404.7142857142857,28.31,2.7142857142857144,10.534285714285714,1.0,0.2857142857142857,0.12000000000000001,0.09857142857142857,1.7142857142857142,8.714285714285714,0.6,0.14285714285714285,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07428571428571429,0.0,0.0,0.0,504.2857142857143,958.0,2.0,44.0,Dignity Health Sports Park,warm,Grass
Giovanni Ricci,CAR,TE,3.5,4.5,5.0,51.0,9.335,0.0,7.25,0.0,0.0,0.04,0.015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51.0,226.0,0.0,0.0,Bank of America Stadium,moderate,Grass
Grant Calcaterra,PHI,TE,3.5,4.5,6.5,60.0,17.85,0.0,12.975,0.0,0.0,0.06,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,253.0,6.0,198.0,Lincoln Financial Field,cold,Grass
Greg Dortch,ARI,WR,7.333333333333333,26.333333333333332,36.0,254.0,27.02,1.3333333333333333,8.549999999999999,0.0,0.0,0.10666666666666669,0.08333333333333333,3.0,24.333333333333332,5.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666666666666667,0.0,0.0,0.0,304.6666666666667,520.6666666666666,0.0,0.0,State Farm Stadium,indoor,Grass
Greg Dulcich,DEN,TE,6.0,18.0,29.5,218.0,26.8,1.0,10.39,0.0,0.0,0.13,0.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,264.5,392.0,3.0,80.0,Empower Field at Mile High,cold,Grass
Gunner Olszewski,NYG,WR,4.6,2.8,3.8,36.0,8.076,0.2,11.1,0.0,0.0,0.024,0.022,2.8,14.2,1.996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,77.2,322.2,0.0,0.0,MetLife Stadium,cold,FieldTurf
Gus Edwards,BAL,RB,13.8,6.0,7.4,74.8,4.656000000000001,0.0,9.152,0.2,0.0,0.018,0.004,139.8,679.0,50.132,5.2,0.034,1.2,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,331.6,936.0,0.0,0.0,M&T Bank Stadium,moderate,FieldTurf
Harrison Bryant,CLE,TE,13.0,22.25,32.0,197.75,15.2625,2.5,8.74,0.5,0.0,0.08,0.0675,1.5,4.0,0.2975,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.115,0.0,0.0,0.0,389.75,893.25,4.0,115.0,FirstEnergy Stadium,cold,Grass
Hayden Hurst,CAR,TE,12.5,32.5,46.833333333333336,317.0,24.386666666666667,2.5,10.174999999999999,0.5,0.0,0.11,0.09833333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07833333333333334,0.0,0.0,0.0,449.0,865.1666666666666,1.0,25.0,Bank of America Stadium,moderate,Grass
